method,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage,damage_budget
runtime_monitor_replanner,3,48,0.327508,0.018008,0.256409,0.018158,0.199603,0.015111,0.184028,0.046888,0.340278,0.074683,0.475694,0.051457,0.013889,0.013170,0.256712,0.014033,0.366470,0.030908,-0.098576,0.033355,0.753472,0.047639,0.000000,0.000000,0.020000
runtime_monitor_replanner,4,48,0.324244,0.021773,0.228617,0.017401,0.177857,0.014426,0.197917,0.056427,0.420139,0.074067,0.520833,0.056400,0.031250,0.026913,0.270024,0.012890,0.355447,0.033525,-0.087321,0.037068,0.788194,0.045350,0.000000,0.000000,0.020000
runtime_monitor_replanner,5,48,0.303004,0.024826,0.276157,0.022184,0.214946,0.018559,0.256944,0.048591,0.343750,0.061826,0.371528,0.041539,0.027778,0.024477,0.246747,0.011385,0.415924,0.037681,-0.147228,0.042182,0.673611,0.056679,0.000000,0.000000,0.020000
runtime_monitor_replanner,6,48,0.334516,0.023396,0.262014,0.023248,0.206943,0.019895,0.184028,0.053486,0.371528,0.076733,0.416667,0.053273,0.020833,0.018518,0.260788,0.015872,0.366458,0.038342,-0.099315,0.043103,0.718750,0.059288,0.000000,0.000000,0.020000
runtime_monitor_replanner,7,48,0.337544,0.023507,0.271702,0.025914,0.214505,0.023331,0.194444,0.046983,0.357639,0.072779,0.361111,0.068316,0.017361,0.014556,0.258427,0.015721,0.370545,0.043253,-0.102193,0.047083,0.701389,0.068747,0.000000,0.000000,0.020000
runtime_monitor_replanner,8,48,0.357115,0.021764,0.230304,0.021465,0.182518,0.017226,0.218750,0.042570,0.465278,0.080769,0.548611,0.052340,0.031250,0.025094,0.284278,0.013579,0.319353,0.033806,-0.053104,0.038417,0.781250,0.050686,0.000000,0.000000,0.020000
runtime_monitor_replanner,9,48,0.314363,0.023600,0.253360,0.028004,0.197565,0.022636,0.236111,0.045448,0.354167,0.076970,0.423611,0.067357,0.024306,0.023804,0.255868,0.015477,0.381033,0.039108,-0.114797,0.042479,0.746528,0.066673,0.000000,0.000000,0.020000
grounded_geometric_tamp,0,48,0.543608,0.028659,0.206157,0.020617,0.169613,0.014459,0.333333,0.059163,0.798611,0.099646,0.315972,0.058552,0.045139,0.037342,0.368113,0.019157,0.160540,0.035496,0.140642,0.038417,0.843750,0.073694,0.000000,0.000000,0.020000
grounded_geometric_tamp,1,48,0.566630,0.026994,0.220142,0.019647,0.181183,0.014333,0.284722,0.048591,0.777778,0.100767,0.295139,0.055226,0.045139,0.036053,0.363875,0.019668,0.149507,0.036913,0.155668,0.038686,0.822917,0.075595,0.000000,0.000000,0.020000
grounded_geometric_tamp,2,48,0.555896,0.019446,0.210288,0.017941,0.168375,0.011227,0.267361,0.052142,0.802083,0.095128,0.406250,0.077754,0.038194,0.031124,0.372638,0.017844,0.149308,0.028901,0.156191,0.028331,0.840278,0.070781,0.000000,0.000000,0.020000
grounded_geometric_tamp,3,48,0.556614,0.024732,0.203375,0.018957,0.168971,0.013857,0.312500,0.049236,0.805556,0.098871,0.350694,0.060927,0.052083,0.043667,0.373453,0.017776,0.147648,0.032940,0.156814,0.034935,0.857639,0.069453,0.000000,0.000000,0.020000
grounded_geometric_tamp,4,48,0.530272,0.030238,0.213245,0.024012,0.173246,0.017023,0.270833,0.050187,0.770833,0.105487,0.253472,0.056705,0.055556,0.044924,0.361424,0.019934,0.178671,0.040695,0.121721,0.043445,0.826389,0.078391,0.000000,0.000000,0.020000
grounded_geometric_tamp,5,48,0.552775,0.029154,0.215572,0.022260,0.176164,0.015741,0.284722,0.052340,0.791667,0.101779,0.277778,0.043859,0.034722,0.027439,0.363392,0.021026,0.157332,0.039431,0.145780,0.042398,0.826389,0.081352,0.000000,0.000000,0.020000
grounded_geometric_tamp,6,48,0.565898,0.027619,0.212482,0.020152,0.175677,0.014709,0.256944,0.053236,0.798611,0.100119,0.361111,0.066206,0.041667,0.040688,0.368928,0.020504,0.142796,0.036586,0.161222,0.039854,0.840278,0.078992,0.000000,0.000000,0.020000
grounded_geometric_tamp,7,48,0.545257,0.024437,0.206046,0.019491,0.168263,0.013878,0.222222,0.040494,0.798611,0.099646,0.357639,0.050530,0.048611,0.040054,0.367416,0.017963,0.158842,0.032753,0.143619,0.034335,0.847222,0.072023,0.000000,0.000000,0.020000
grounded_geometric_tamp,8,48,0.562567,0.027458,0.216927,0.021359,0.177868,0.014829,0.246528,0.055012,0.788194,0.100016,0.350694,0.067554,0.048611,0.043452,0.366458,0.019684,0.147737,0.038033,0.154773,0.040805,0.836806,0.075019,0.000000,0.000000,0.020000
grounded_geometric_tamp,9,48,0.542028,0.027862,0.219073,0.021832,0.179894,0.016293,0.274306,0.049106,0.763889,0.104228,0.239583,0.059883,0.055556,0.042766,0.360001,0.018867,0.171717,0.038354,0.129242,0.040280,0.819444,0.075861,0.000000,0.000000,0.020000
physics_aware_tamp,0,48,0.614041,0.027674,0.173575,0.016881,0.143090,0.011763,0.312500,0.055555,0.861111,0.093966,0.281250,0.060080,0.052083,0.042570,0.415351,0.017285,0.097374,0.029571,0.233395,0.037604,0.913194,0.057533,0.000000,0.000000,0.020000
physics_aware_tamp,1,48,0.618747,0.025097,0.165729,0.014473,0.138871,0.010778,0.399306,0.047390,0.868056,0.094280,0.312500,0.067122,0.062500,0.051121,0.421408,0.015723,0.087175,0.025053,0.243979,0.033112,0.930556,0.051314,0.000000,0.000000,0.020000
physics_aware_tamp,2,48,0.639242,0.028321,0.170085,0.017688,0.137309,0.011581,0.319444,0.051314,0.871528,0.094421,0.246528,0.051457,0.045139,0.038588,0.419483,0.018350,0.077158,0.030467,0.264714,0.038183,0.916667,0.063034,0.000000,0.000000,0.020000
physics_aware_tamp,3,48,0.595857,0.028920,0.164309,0.018688,0.136579,0.013769,0.378472,0.051227,0.871528,0.094421,0.329861,0.049106,0.041667,0.037037,0.415145,0.018642,0.111414,0.031482,0.218693,0.038723,0.913194,0.065960,0.000000,0.000000,0.020000
physics_aware_tamp,4,48,0.603187,0.028720,0.165067,0.016222,0.134790,0.011727,0.302083,0.051150,0.857639,0.094295,0.267361,0.065057,0.052083,0.041444,0.411140,0.016501,0.113979,0.030240,0.223555,0.036221,0.909722,0.057508,0.000000,0.000000,0.020000
physics_aware_tamp,5,48,0.605167,0.024729,0.167197,0.014966,0.137583,0.011014,0.340278,0.059130,0.857639,0.093792,0.347222,0.075235,0.059028,0.047140,0.418121,0.015031,0.102734,0.025905,0.228523,0.032303,0.916667,0.052378,0.000000,0.000000,0.020000
physics_aware_tamp,6,48,0.634427,0.031077,0.181479,0.020900,0.149447,0.014861,0.340278,0.070781,0.861111,0.093966,0.291667,0.060350,0.027778,0.035516,0.409870,0.022152,0.088352,0.036056,0.249422,0.044150,0.888889,0.078617,0.000000,0.000000,0.020000
physics_aware_tamp,7,48,0.630393,0.026867,0.171981,0.017179,0.140584,0.011673,0.329861,0.052818,0.861111,0.094468,0.364583,0.075751,0.055556,0.049912,0.417993,0.018028,0.082415,0.028587,0.253866,0.036385,0.916667,0.059957,0.000000,0.000000,0.020000
physics_aware_tamp,8,48,0.623382,0.024159,0.169696,0.016747,0.140441,0.012292,0.305556,0.051772,0.854167,0.093608,0.232639,0.065057,0.062500,0.054697,0.421192,0.016393,0.090408,0.027479,0.245273,0.034000,0.916667,0.055021,0.000000,0.000000,0.020000
physics_aware_tamp,9,48,0.617549,0.024994,0.167024,0.017622,0.137556,0.011816,0.347222,0.064395,0.871528,0.094421,0.270833,0.044172,0.045139,0.036053,0.419612,0.017245,0.092947,0.028745,0.241231,0.034200,0.916667,0.061515,0.000000,0.000000,0.020000
semantic_model_predictive_planner,0,48,0.496861,0.024885,0.213596,0.020420,0.175022,0.014608,0.368056,0.052340,0.774306,0.103159,0.336806,0.050996,0.062500,0.048266,0.371644,0.017955,0.189623,0.039075,0.080870,0.037848,0.836806,0.071135,0.000000,0.000000,0.020000
semantic_model_predictive_planner,1,48,0.506251,0.023846,0.214743,0.024039,0.177221,0.017595,0.375000,0.051005,0.774306,0.107646,0.298611,0.055838,0.059028,0.046125,0.370912,0.019057,0.182723,0.040952,0.088319,0.038715,0.833333,0.079017,0.000000,0.000000,0.020000
semantic_model_predictive_planner,2,48,0.506146,0.026192,0.207218,0.022805,0.167236,0.016907,0.368056,0.056679,0.788194,0.099542,0.309028,0.072126,0.062500,0.058053,0.378163,0.018544,0.175670,0.036807,0.098388,0.037286,0.850694,0.072290,0.000000,0.000000,0.020000
semantic_model_predictive_planner,3,48,0.515958,0.025511,0.229100,0.023740,0.187665,0.017697,0.371528,0.056076,0.767361,0.105986,0.236111,0.043316,0.041667,0.040688,0.365086,0.021349,0.179752,0.044369,0.092125,0.041864,0.809028,0.087532,0.000000,0.000000,0.020000
semantic_model_predictive_planner,4,48,0.498897,0.020376,0.205654,0.017284,0.166799,0.012255,0.402778,0.061387,0.805556,0.096450,0.430556,0.063656,0.048611,0.037618,0.372747,0.017491,0.182176,0.031079,0.089635,0.029209,0.854167,0.065698,0.000000,0.000000,0.020000
semantic_model_predictive_planner,5,48,0.499391,0.025522,0.222997,0.023207,0.179294,0.016341,0.336806,0.062650,0.774306,0.101774,0.284722,0.063749,0.034722,0.032198,0.365391,0.020576,0.193344,0.040888,0.079164,0.038599,0.809028,0.083663,0.000000,0.000000,0.020000
semantic_model_predictive_planner,6,48,0.523398,0.022208,0.227786,0.020565,0.186296,0.014446,0.409722,0.052340,0.774306,0.101308,0.312500,0.058863,0.038194,0.031124,0.369265,0.019934,0.169236,0.038966,0.102058,0.035687,0.812500,0.079984,0.000000,0.000000,0.020000
semantic_model_predictive_planner,7,48,0.491333,0.021105,0.208579,0.019979,0.168868,0.013975,0.385417,0.060080,0.791667,0.099428,0.326389,0.056679,0.045139,0.034716,0.371446,0.017362,0.192605,0.034122,0.079432,0.032482,0.836806,0.072453,0.000000,0.000000,0.020000
semantic_model_predictive_planner,8,48,0.500677,0.023866,0.212115,0.020056,0.174023,0.015177,0.340278,0.059130,0.784722,0.098211,0.322917,0.050918,0.062500,0.052038,0.372378,0.016977,0.185066,0.034976,0.085122,0.034151,0.847222,0.065848,0.000000,0.000000,0.020000
semantic_model_predictive_planner,9,48,0.492838,0.024311,0.209023,0.019821,0.171382,0.014850,0.378472,0.060538,0.781250,0.099264,0.381944,0.051429,0.052083,0.044737,0.375184,0.017436,0.190334,0.036630,0.079799,0.035702,0.833333,0.072133,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,0,48,0.375106,0.031687,0.321587,0.030695,0.258670,0.024162,0.416667,0.058358,0.506944,0.096266,0.250000,0.049595,0.010417,0.015088,0.291897,0.024056,0.399518,0.053815,-0.132753,0.054990,0.517361,0.092906,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,1,48,0.395750,0.033989,0.311121,0.033888,0.254288,0.028740,0.413194,0.052369,0.534722,0.107413,0.281250,0.063896,0.017361,0.022264,0.303284,0.026562,0.367764,0.059825,-0.101000,0.060809,0.552083,0.102546,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,2,48,0.390253,0.031687,0.330796,0.032521,0.263089,0.027505,0.468750,0.058079,0.496528,0.097501,0.267361,0.069962,0.013889,0.016372,0.294135,0.025549,0.388898,0.055091,-0.118737,0.058101,0.510417,0.092990,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,3,48,0.374462,0.029529,0.273779,0.028138,0.223291,0.022841,0.468750,0.052967,0.600694,0.094170,0.409722,0.077175,0.024306,0.021726,0.313310,0.022151,0.367917,0.045912,-0.100023,0.047325,0.625000,0.083386,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,4,48,0.377415,0.026889,0.306157,0.025765,0.245576,0.021263,0.413194,0.058350,0.531250,0.085158,0.336806,0.057943,0.024306,0.030741,0.302581,0.021301,0.385514,0.042308,-0.117388,0.045275,0.555556,0.078013,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,5,48,0.384868,0.026429,0.281120,0.028256,0.225442,0.022805,0.472222,0.061000,0.593750,0.093244,0.427083,0.067320,0.024306,0.025714,0.316383,0.022261,0.357910,0.044146,-0.089215,0.046400,0.618056,0.083646,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,6,48,0.403538,0.025464,0.288716,0.024145,0.232886,0.019400,0.458333,0.059562,0.597222,0.087986,0.416667,0.059163,0.013889,0.013170,0.316485,0.022535,0.339994,0.040786,-0.072852,0.041535,0.611111,0.080988,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,7,48,0.375854,0.019096,0.285958,0.028232,0.229563,0.022363,0.465278,0.054118,0.586806,0.089138,0.444444,0.069687,0.010417,0.011534,0.317334,0.021676,0.368585,0.036181,-0.100234,0.036767,0.597222,0.084139,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,8,48,0.400322,0.021743,0.265787,0.022079,0.216373,0.017685,0.489583,0.054508,0.631944,0.085325,0.486111,0.054877,0.027778,0.026339,0.333312,0.019856,0.325863,0.035965,-0.059614,0.037512,0.659722,0.071446,0.000000,0.000000,0.020000
learned_failure_classifier_tamp,9,48,0.397880,0.025895,0.260502,0.022149,0.211072,0.018527,0.388889,0.058628,0.645833,0.087334,0.454861,0.054796,0.027778,0.026339,0.327713,0.019610,0.327391,0.036671,-0.061156,0.037817,0.673611,0.073406,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,0,48,0.488665,0.012107,0.194757,0.006596,0.161721,0.006287,0.493056,0.056679,0.864583,0.094128,0.385417,0.068883,0.045139,0.036053,0.354553,0.009430,0.164743,0.010479,0.102022,0.013685,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,1,48,0.474244,0.019784,0.185336,0.009132,0.155963,0.009475,0.479167,0.052038,0.871528,0.094421,0.472222,0.079811,0.055556,0.046983,0.354769,0.008933,0.177978,0.016150,0.088786,0.019669,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,2,48,0.477071,0.012745,0.185592,0.006598,0.151730,0.006925,0.510417,0.069055,0.871528,0.094421,0.395833,0.061226,0.055556,0.044924,0.357140,0.009028,0.174978,0.011389,0.095183,0.015393,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,3,48,0.490857,0.013021,0.195933,0.006014,0.163150,0.006777,0.472222,0.059429,0.868056,0.094280,0.399306,0.063587,0.052083,0.044737,0.352342,0.008380,0.164463,0.011391,0.103431,0.013437,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,4,48,0.468056,0.016380,0.188740,0.007714,0.155428,0.007112,0.486111,0.054008,0.871528,0.094421,0.357639,0.070131,0.048611,0.042350,0.349106,0.008651,0.187238,0.014931,0.080888,0.016448,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,5,48,0.455094,0.022555,0.173145,0.008234,0.143040,0.007076,0.506944,0.068747,0.871528,0.094421,0.451389,0.048591,0.079861,0.064510,0.361419,0.007986,0.192977,0.021474,0.075718,0.024859,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,6,48,0.476029,0.017367,0.186053,0.008664,0.154557,0.007377,0.545139,0.053926,0.868056,0.094280,0.420139,0.062271,0.059028,0.052818,0.360686,0.008598,0.173461,0.014785,0.093682,0.017771,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,7,48,0.453158,0.016022,0.171865,0.005714,0.141201,0.005333,0.503472,0.061121,0.871528,0.094421,0.555556,0.071694,0.065972,0.053042,0.366939,0.007882,0.191487,0.014298,0.076864,0.018720,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,8,48,0.484598,0.014782,0.194715,0.008760,0.160847,0.007575,0.437500,0.055555,0.864583,0.094128,0.343750,0.071080,0.072917,0.065900,0.352276,0.007963,0.170018,0.012168,0.096231,0.014964,1.000000,0.000000,0.000000,0.000000,0.020000
proposed_abstraction_failure_audit_v4,9,48,0.463013,0.020411,0.179922,0.008674,0.149743,0.007819,0.500000,0.057542,0.871528,0.094421,0.479167,0.065698,0.069444,0.054877,0.358700,0.007390,0.186047,0.017625,0.080189,0.021127,1.000000,0.000000,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,0,48,0.234365,0.019711,0.470890,0.019816,0.369599,0.017342,0.555556,0.055306,0.131944,0.040054,0.180556,0.042210,0.003472,0.006806,0.231243,0.010501,0.672917,0.033810,-0.406152,0.038315,0.135417,0.039695,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,1,48,0.228082,0.019381,0.495164,0.017653,0.389967,0.016888,0.545139,0.051227,0.072917,0.032121,0.197917,0.048296,0.003472,0.006806,0.216924,0.009241,0.697762,0.033836,-0.430998,0.038365,0.076389,0.032198,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,2,48,0.243381,0.018146,0.477294,0.017861,0.366492,0.016804,0.600694,0.056496,0.121528,0.039794,0.222222,0.056991,0.000000,0.000000,0.229354,0.011238,0.664647,0.031835,-0.394486,0.036174,0.121528,0.039794,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,3,48,0.230459,0.021736,0.446683,0.025444,0.351752,0.021793,0.524306,0.070131,0.166667,0.051467,0.281250,0.046804,0.010417,0.020417,0.237434,0.012151,0.662829,0.032948,-0.394934,0.037410,0.177083,0.052744,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,4,48,0.227468,0.018992,0.491172,0.016349,0.382172,0.014324,0.524306,0.072779,0.079861,0.029162,0.211806,0.053042,0.003472,0.006806,0.217344,0.008186,0.694486,0.031127,-0.426360,0.035372,0.083333,0.029179,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,5,48,0.229780,0.019232,0.468782,0.017001,0.362124,0.015852,0.472222,0.066917,0.128472,0.035391,0.256944,0.047608,0.006944,0.009522,0.228622,0.009114,0.675893,0.030195,-0.407197,0.034745,0.135417,0.034602,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,6,48,0.250494,0.019528,0.442619,0.016456,0.348598,0.015430,0.552083,0.057670,0.187500,0.043088,0.326389,0.065937,0.003472,0.006806,0.245615,0.012484,0.634183,0.032160,-0.367040,0.035498,0.190972,0.042385,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,7,48,0.242488,0.016626,0.460369,0.016738,0.358480,0.015967,0.552083,0.061635,0.145833,0.035902,0.326389,0.052340,0.003472,0.006806,0.234181,0.008828,0.655173,0.026848,-0.386821,0.031489,0.149306,0.035391,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,8,48,0.230314,0.017099,0.492446,0.015170,0.384953,0.015598,0.541667,0.062658,0.083333,0.030757,0.229167,0.038447,0.003472,0.006806,0.219913,0.008823,0.691083,0.030151,-0.424834,0.034287,0.086806,0.030741,0.000000,0.000000,0.020000
risk_bounded_abstraction_failure_audit_v5,9,48,0.235216,0.019934,0.457139,0.029968,0.357364,0.024184,0.552083,0.056844,0.149306,0.059354,0.302083,0.062776,0.013889,0.021383,0.236594,0.014404,0.661165,0.039561,-0.394930,0.042408,0.163194,0.060342,0.000000,0.000000,0.020000
llm_tamp_failure_reasoning,0,48,0.468766,0.025296,0.196181,0.020261,0.160398,0.013571,0.406250,0.052293,0.788194,0.098587,0.368056,0.041218,0.048611,0.037618,0.353869,0.017471,0.207092,0.037771,0.067536,0.036041,0.836806,0.069793,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,1,48,0.488785,0.028394,0.202371,0.027094,0.166285,0.019581,0.333333,0.055874,0.791667,0.105431,0.340278,0.074683,0.031250,0.031751,0.354274,0.022293,0.187783,0.041343,0.087056,0.040870,0.822917,0.089887,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,2,48,0.463510,0.026679,0.178607,0.022072,0.143221,0.015107,0.322917,0.055369,0.819444,0.098151,0.350694,0.065420,0.055556,0.049912,0.353515,0.016965,0.203975,0.032305,0.074155,0.033769,0.875000,0.068431,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,3,48,0.476012,0.027404,0.195413,0.022064,0.161523,0.016779,0.378472,0.043213,0.784722,0.099170,0.319444,0.054877,0.052083,0.046804,0.353369,0.018604,0.203344,0.037647,0.073794,0.037643,0.836806,0.073103,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,4,48,0.450925,0.026754,0.178231,0.021253,0.145881,0.015310,0.371528,0.058552,0.802083,0.099026,0.402778,0.070698,0.069444,0.054877,0.356774,0.015812,0.216846,0.033938,0.058505,0.033888,0.871528,0.060927,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,5,48,0.452097,0.023573,0.171003,0.019314,0.140958,0.014190,0.420139,0.051457,0.815972,0.096893,0.444444,0.066917,0.062500,0.050187,0.361569,0.015152,0.208944,0.030375,0.066233,0.029522,0.878472,0.059752,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,6,48,0.447030,0.024206,0.170199,0.020871,0.141769,0.015866,0.375000,0.061129,0.809028,0.098707,0.486111,0.082435,0.059028,0.050996,0.358923,0.017254,0.214071,0.032098,0.059659,0.032276,0.868056,0.067357,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,7,48,0.441426,0.026277,0.184139,0.023666,0.149282,0.016602,0.364583,0.045263,0.788194,0.100957,0.402778,0.058223,0.052083,0.041444,0.348862,0.017337,0.230258,0.034314,0.044787,0.033802,0.840278,0.072105,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,8,48,0.457361,0.028971,0.185195,0.021535,0.150822,0.015504,0.343750,0.049981,0.802083,0.098547,0.395833,0.050187,0.055556,0.046983,0.355622,0.016605,0.211372,0.038542,0.061995,0.036444,0.857639,0.068077,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,9,48,0.489445,0.025272,0.215208,0.026221,0.175756,0.018911,0.322917,0.052744,0.784722,0.101060,0.270833,0.072541,0.020833,0.025035,0.347642,0.022725,0.196106,0.042043,0.078736,0.040587,0.805556,0.090373,0.000000,0.000000,0.050000
runtime_monitor_replanner,0,48,0.325690,0.028283,0.236557,0.032479,0.188041,0.026995,0.194444,0.035516,0.447917,0.083758,0.434028,0.073907,0.034722,0.038855,0.272389,0.016210,0.363904,0.043874,-0.097139,0.048615,0.753472,0.074703,0.000000,0.000000,0.050000
runtime_monitor_replanner,1,48,0.295244,0.023103,0.204244,0.021751,0.159384,0.015979,0.211806,0.046381,0.496528,0.077500,0.479167,0.062752,0.038194,0.032608,0.273705,0.013484,0.377194,0.036051,-0.110431,0.038344,0.805556,0.053569,0.000000,0.000000,0.050000
runtime_monitor_replanner,2,48,0.332963,0.024457,0.240049,0.019392,0.185621,0.015502,0.204861,0.053486,0.430556,0.075235,0.413194,0.059155,0.020833,0.028565,0.269142,0.013627,0.355614,0.034246,-0.085453,0.037260,0.753472,0.047639,0.000000,0.000000,0.050000
runtime_monitor_replanner,3,48,0.334489,0.022841,0.237510,0.019110,0.186860,0.015577,0.184028,0.046888,0.447917,0.072887,0.475694,0.051457,0.027778,0.028078,0.273299,0.013732,0.352985,0.034427,-0.085091,0.037203,0.753472,0.047639,0.000000,0.000000,0.050000
runtime_monitor_replanner,4,48,0.292393,0.027306,0.203836,0.016192,0.160095,0.013326,0.197917,0.056427,0.513889,0.075861,0.520833,0.056400,0.041667,0.034388,0.273681,0.014016,0.384172,0.039905,-0.116046,0.042569,0.788194,0.045350,0.000000,0.000000,0.050000
runtime_monitor_replanner,5,48,0.279079,0.027407,0.260198,0.021326,0.203164,0.017491,0.256944,0.048591,0.402778,0.065125,0.371528,0.041539,0.031250,0.025094,0.247472,0.012741,0.438247,0.042305,-0.169552,0.046806,0.673611,0.056679,0.000000,0.000000,0.050000
runtime_monitor_replanner,6,48,0.309941,0.026840,0.240623,0.023763,0.191582,0.020298,0.184028,0.053486,0.454861,0.077041,0.416667,0.053273,0.034722,0.029111,0.265878,0.015428,0.388038,0.039252,-0.120895,0.043229,0.718750,0.059288,0.000000,0.000000,0.050000
runtime_monitor_replanner,7,48,0.319790,0.027481,0.254727,0.027449,0.202181,0.023578,0.194444,0.046983,0.420139,0.080199,0.361111,0.068316,0.031250,0.025094,0.262576,0.016749,0.385488,0.046563,-0.117137,0.050784,0.701389,0.068747,0.000000,0.000000,0.050000
runtime_monitor_replanner,8,48,0.304468,0.029856,0.199941,0.020388,0.160054,0.016420,0.218750,0.042570,0.562500,0.081158,0.548611,0.052340,0.041667,0.034388,0.282236,0.014176,0.369858,0.042283,-0.103609,0.046295,0.781250,0.050686,0.000000,0.000000,0.050000
runtime_monitor_replanner,9,48,0.289454,0.025692,0.230818,0.029198,0.181462,0.023216,0.236111,0.045448,0.440972,0.083380,0.423611,0.067357,0.034722,0.033635,0.260434,0.015179,0.402358,0.040011,-0.136122,0.042907,0.746528,0.066673,0.000000,0.000000,0.050000
grounded_geometric_tamp,0,48,0.500446,0.026781,0.196766,0.021791,0.161791,0.015429,0.333333,0.059163,0.798611,0.099646,0.315972,0.058552,0.045139,0.037342,0.366370,0.018798,0.192234,0.033859,0.100958,0.035732,0.843750,0.073694,0.000000,0.000000,0.050000
grounded_geometric_tamp,1,48,0.528132,0.024423,0.211823,0.020651,0.174512,0.014901,0.284722,0.048591,0.777778,0.100767,0.295139,0.055226,0.045139,0.036053,0.369620,0.020108,0.171789,0.035303,0.123552,0.036216,0.822917,0.075595,0.000000,0.000000,0.050000
grounded_geometric_tamp,2,48,0.516250,0.020494,0.198622,0.019458,0.159339,0.012288,0.267361,0.052142,0.802083,0.095128,0.406250,0.077754,0.038194,0.031124,0.377073,0.017939,0.175170,0.028078,0.122955,0.027844,0.840278,0.070781,0.000000,0.000000,0.050000
grounded_geometric_tamp,3,48,0.509711,0.021145,0.191949,0.020561,0.159939,0.015110,0.312500,0.049236,0.805556,0.098871,0.350694,0.060927,0.052083,0.043667,0.372661,0.017522,0.181958,0.030606,0.114207,0.030523,0.857639,0.069453,0.000000,0.000000,0.050000
grounded_geometric_tamp,4,48,0.491293,0.032230,0.202428,0.025842,0.163993,0.018539,0.270833,0.050187,0.770833,0.105487,0.253472,0.056705,0.055556,0.044924,0.352407,0.018655,0.214827,0.039568,0.082799,0.043177,0.826389,0.078391,0.000000,0.000000,0.050000
grounded_geometric_tamp,5,48,0.525750,0.028556,0.209197,0.022573,0.171158,0.016064,0.284722,0.052340,0.791667,0.101779,0.277778,0.043859,0.034722,0.027439,0.364297,0.020614,0.176378,0.038915,0.121511,0.041123,0.826389,0.081352,0.000000,0.000000,0.050000
grounded_geometric_tamp,6,48,0.518905,0.026698,0.198484,0.021675,0.164856,0.015732,0.256944,0.053236,0.798611,0.100119,0.361111,0.066206,0.041667,0.040688,0.375610,0.020904,0.172467,0.035286,0.122332,0.037726,0.840278,0.078992,0.000000,0.000000,0.050000
grounded_geometric_tamp,7,48,0.492596,0.025435,0.192302,0.020528,0.156756,0.014317,0.222222,0.040494,0.798611,0.099646,0.357639,0.050530,0.048611,0.040054,0.365838,0.017659,0.197953,0.033293,0.096211,0.035088,0.847222,0.072023,0.000000,0.000000,0.050000
